Iniciativa;Dia/Semana;Data Inicial;Data Final;Principal usuario;Mencao inicial;Assunto;Impacto;Titulos;Posts;Usuarios;Alcance Potencial;RTs;Posts/Dia;Sent. Positivo;Sent. Negativo;Sent. Neutro;Duracao;Atualizacoes
Gauge;NA;2018-04-04;2018-04-04;NA;NA;Mobilidade;Sem impacto;ALERTA INFORMATIVO 09970/18: (ALTO) São Paulo terá sistema de bicicletas compartilhadas;0;NA;NA;NA;NA;NA;NA;NA;1;1
Gauge;NA;2018-04-04;2018-04-04;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06971/18: (BAIXO) Repercussão sobre intermitência em site e aplicativo do Itaú;9;9;8497;NA;9;NA;NA;NA;1;1
Gauge;NA;2018-04-05;2018-04-05;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08972/18: (BAIXO) Gordo Geek ironiza associação política ao Itaú;4;4;103801;NA;4;NA;NA;NA;1;1
Gauge;NA;2018-04-05;2018-04-05;NA;NA;Relações Políticas;Baixo;LERTA INFORMATIVO 08973/18: (BAIXO) Usuários usam frase de campanha do Itaú em crítica ao Lula;2;42;2986;NA;2;NA;NA;NA;1;1
Gauge;NA;2018-04-05;2018-04-06;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08975/18: (BAIXO) Cliente do Itaú Personnalité critica e-mail recebido;2;2;108;NA;1;NA;NA;NA;1;1
Gauge;NA;2018-04-05;2018-04-05;NA;NA;Comunicacao;Baixo;ALERTA INFORMATIVO 04974/18: (BAIXO) Usuária menciona sobre o caso Carf em publicação de campanha do Itaú;1;1;176;NA;1;NA;NA;NA;1;1
Gauge;NA;2018-04-06;2018-04-06;NA;NA;Produtos e Serviços;Sem impacto;ALERTA INFORMATIVO 06977/18: Repercussão sobre Gustavo Perrela assumir a diretoria da CBF;0;NA;NA;NA;NA;NA;NA;NA;1;1
Gauge;NA;2018-04-06;2018-04-06;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08976/18: (BAIXO) Influenciador faz associação do Itaú com tema político;39;39;17221;NA;39;NA;NA;NA;1;1
Gauge;NA;2018-04-07;2018-04-09;NA;NA;Agência;Sem impacto;ALERTA DE RISCO 11979/18: Internauta publica vídeo sobre precaridades em agência do Itaú;0;NA;NA;NA;NA;NA;NA;NA;3;1
Gauge;NA;2018-04-07;2018-04-09;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08978/18: (BAIXO) Internauta relaciona nota de Itaú aos acontecimentos políticos;12;12;17221;NA;4;NA;NA;NA;1;1
Gauge;NA;2018-04-09;2018-05-02;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07012/18: (BAIXO) Radialista critica Roberto Setúbal;10;2;77;NA;0;NA;NA;NA;1;1
Gauge;NA;2018-04-10;2018-04-12;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08980/18: (EXTREMO) Redução da dívida do Itaú gera repercussão;1872;1547;4850649;NA;624;NA;NA;NA;3;3
Gauge;NA;2018-04-10;2018-04-11;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08981/18: (MODERADO Perfil ativista compara decisões do STJ entre Lula e Itaú;130;130;17626;NA;65;NA;NA;NA;2;1
Gauge;NA;2018-04-11;2018-04-12;NA;NA;Institucional;Moderado;ALERTA DE RISCO 07894/18: (MODERADO) Perfil sugere boicote à marcas e menciona o Itaú;194;194;118954;NA;97;NA;NA;NA;1;1
Gauge;NA;2018-04-12;2018-04-12;NA;NA;Relações Políticas;Extremo;ALERTA INFORMATIVO 08982/18: (EXTREMO) Sensacionalista faz piada política com Tite;980;879;1549240;NA;980;NA;NA;NA;1;1
Gauge;NA;2018-04-12;2018-04-12;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08983/18: (BAIXO) Menções sobre a possível delação de Palocci;5;5;108892;NA;5;NA;NA;NA;1;1
Gauge;NA;2018-04-13;2018-04-13;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07896/18: (BAIXO) Veja divulga matéria sobre falha no Itaú;18;18;8155599;NA;18;NA;NA;NA;1;1
Gauge;NA;2018-04-14;2018-04-15;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08897/18: (EXTREMO) Itaú é acusado de se beneficiar de relações políticas;1276;1039;3408504;NA;425;NA;NA;NA;1;4
Gauge;NA;2018-04-15;2018-04-15;NA;NA;Institucional;Moderado;ALERTA DE RISCO 07898/18: (MODERADO) Jornalista acusa Itaú de fazer pouco pelo país diante de seu lucro;97;92;24867;NA;97;NA;NA;NA;1;1
Gauge;NA;2018-04-15;2018-04-15;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04900/18: (BAIXO) Jornalista questiona mídia nacional de falar a verdade sobre Itaú;50;43;24867;NA;50;NA;NA;NA;1;1
Gauge;NA;2018-04-16;2018-04-16;NA;NA;Institucional;Sem impacto;"ALERTA DE RISCO 07901/18: Usuário acusa Itaú por estar ""matando sua esposa""";0;NA;NA;NA;NA;NA;NA;NA;1;1
Gauge;NA;2018-04-17;2018-04-17;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08904/18: (BAIXO) Matéria afirma que o Itaú e o Bradesco dominam o sistema financeiro do Brasil;47;47;9231;NA;47;NA;NA;NA;1;1
Gauge;NA;2018-04-17;2018-04-17;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08002/18: (BAIXO) Influenciador diz que Itaú está envolvido em esquema para parar a Lava Jato;39;39;12500;NA;39;NA;NA;NA;1;1
Gauge;NA;2018-04-17;2018-04-17;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07902/18: Internautas criticam assessora de educação do Itaú ser citada em matéria sobre educação;5;5;1250;NA;5;NA;NA;NA;1;1
Gauge;NA;2018-04-19;2018-04-19;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06001/18: (BAIXO) Aplicativo do Itaú apresenta instabilidade;30;26;35448;NA;30;NA;NA;NA;1;1
Gauge;NA;2018-04-21;2018-04-21;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08905/18: (BAIXO) Internauta cita Itaú em crítica política.;46;42;4311;NA;46;NA;NA;NA;1;1
Gauge;NA;2018-04-24;2018-04-24;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07004/18: (BAIXO) Banco Itaú é citado em crítica ao cenário atual;43;41;158221;NA;43;NA;NA;NA;1;1
Gauge;NA;2018-04-24;2018-04-24;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06906/18: (BAIXO) Influenciador critica altos jutos do Itaú;4;2;126231;NA;4;NA;NA;NA;1;1
Gauge;NA;2018-04-25;2018-04-25;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07005/18: (BAIXO) Influenciador publica negativamente sobre comercial e associa ao Carf;18;18;216953;NA;18;NA;NA;NA;1;1
Gauge;NA;2018-04-26;2018-04-27;NA;NA;Institucional;Sem impacto;ALERTA DE INFORMATIVO 07008/18: Fintechs poderão conceder crédito sem mediação de banco;0;NA;NA;NA;NA;NA;NA;NA;1;1
Gauge;NA;2018-04-26;2018-04-26;NA;NA;Institucional;Alto;ALERTA DE RISCO 07007/18: (ALTO) José Simão cita Itaú em tweet irônico;466;442;5010238;NA;466;NA;NA;NA;1;1
Gauge;NA;2018-04-26;2018-04-26;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07006/18: (BAIXO) Famílias do Itaú teriam recebido 9,1 bilhões em dividendos e juros sobre capital próprio;4;2;8401;NA;1;NA;NA;NA;1;1
Gauge;NA;2018-04-27;2018-04-27;NA;NA;Institucional;Sem impacto;ALERTA DE INFORMATIVO 07009/18 Fifa anuncia banimento de Marco Polo del Nero do futebol para sempre;0;NA;NA;NA;NA;NA;NA;NA;1;1
Gauge;NA;2018-04-27;2018-04-27;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03010/18: (BAIXO) Influenciador solicita atendimento do banco;1;1;149503;NA;1;NA;NA;NA;1;1
Gauge;NA;2018-05-02;2018-05-02;NA;NA;Institucional;Moderado;ALERTA INFORMATIVO 07013/18: (MODERADO) Repercussão sobre Balanço Financeiro do Itaú;227;196;15718226;NA;113;NA;NA;NA;1;0
Gauge;NA;2018-05-02;2018-05-02;NA;NA;Institucional;Baixo;ALERTA INFORMATIVO 07014/18: (BAIXO) Repercussão redução do spread;20;20;10710918;NA;20;NA;NA;NA;1;0
Gauge;NA;2018-05-03;2018-05-03;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04015/18: (BAIXO) Perfil realiza crítica sobre Tite em comercial do Itaú;33;33;21453;NA;17;NA;NA;NA;1;0
Gauge;NA;2018-05-03;2018-05-03;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07016/18: (BAIXO) Página compartilha matéria sobre lucro recorde do Itaú;32;32;104103;NA;32;NA;NA;NA;1;0
Gauge;NA;2018-05-04;2018-05-04;NA;NA;Relações Políticas;Alto;ALERTA DE RISCO 08017/18: (ALTO) Guilherme Boulos critica altos lucros do Itaú;226;198;53312;NA;226;NA;NA;NA;1;0
Gauge;NA;2018-05-04;2018-05-04;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08018/18: (MODERADO) Internauta critica governo Temer por perdoar dívida de bancos;81;81;4331;NA;81;NA;NA;NA;1;0
Gauge;NA;2018-05-06;2018-05-06;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07019/18: (BAIXO) Internauta critica bancos por fecharemos postos de trabalho;31;31;2255;NA;31;NA;NA;NA;1;0
Gauge;NA;2018-05-06;2018-05-06;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07020/18: (BAIXO) Homem nu quebra vidro ao tentar entrar em agência Itaú;8;8;2074;NA;8;NA;NA;NA;1;0
Gauge;NA;2018-05-07;2018-05-09;NA;NA;Produtos e Serviços;Extremo;ALERTA DE RISCO 06021/18: (EXTREMO) Repercussão sobre instabilidade nos aplicativos e site do Itaú;2208;1586;20816188;NA;736;NA;NA;NA;3;14
Gauge;NA;2018-05-08;2018-05-08;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07022/18: (BAIXO) Perfil fala sobre capitalismo e cita lucro do banco;56;56;5170;NA;28;NA;NA;NA;1;0
Gauge;NA;2018-05-09;2018-05-09;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03023/18: (BAIXO) Influenciadora solicita atendimento do banco;1;1;86292;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-05-11;2018-05-11;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08024/18: (BAIXO) Influenciador relaciona Lei do Cadastro Positivo com Itaú;26;26;19719;NA;13;NA;NA;NA;1;0
Gauge;NA;2018-05-11;2018-05-11;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08025/18: (BAIXO) Detrator do banco cita o Itaú em crítica à crise econômica;13;11;21230;NA;13;NA;NA;NA;1;0
Gauge;NA;2018-05-12;2018-05-12;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08026/18: (MODERADO) Pato Corporation critica patrocinadores da copa do mundo;201;162;25534;NA;100;NA;NA;NA;1;0
Gauge;NA;2018-05-13;2018-05-13;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08027/18: (BAIXO) Influenciador critica altos lucros de bancos em crítica política;31;31;218976;NA;15;NA;NA;NA;1;0
Gauge;NA;2018-05-13;2018-05-13;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08028/18: (BAIXO) Influenciador cita Itaú tweet sobre resultados financeiros de empresas;23;23;14324;NA;11;NA;NA;NA;1;0
Gauge;NA;2018-05-13;2018-05-13;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06029/18: (BAIXO) Influenciador critica demora do Itaú para liberar acesso ao APP por digital;4;4;104237;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-05-14;2018-05-14;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08031/18: (MODERADO) Pato Corporation cita Itaú em crítica à seleção do Brasil na copa do mundo;192;161;28794;NA;192;NA;NA;NA;1;0
Gauge;NA;2018-05-14;2018-05-14;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07030/18: (BAIXO) Campanha do Nubank é acusada de provocar Itaú;5;2;10609;NA;5;NA;NA;NA;1;0
Gauge;NA;2018-05-15;2018-05-15;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04033/18: (BAIXO) Influenciador critica propaganda do Itaú com o Tite;35;35;8521;NA;35;NA;NA;NA;1;0
Gauge;NA;2018-05-15;2018-05-15;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04034/18: (BAIXO) Colunista faz piada sobre Tite no comercial do Itaú;18;16;104075;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-05-15;2018-05-15;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06032/18: (BAIXO) Influenciador criticou o app do Itaú por uso de termo em inglês;9;8;68379;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-05-17;2018-05-17;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04035/18: (BAIXO) Jornalista critica campanha do Itaú para Copa do Mundo;13;11;8736;NA;13;NA;NA;NA;1;0
Gauge;NA;2018-05-18;2018-05-18;NA;NA;Comunicacao;Sem impacto;ALERTA INFORMATIVO 04037/18: Buzzfeed critica as campanhas publicitárias estreladas por Tite;0;NA;NA;NA;NA;NA;NA;NA;1;0
Gauge;NA;2018-05-18;2018-05-22;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08042/18: (BAIXO) Repercussão sobre suposto apoio de Itaú em candidatura de Alckmin;60;60;303355;NA;12;NA;NA;NA;1;0
Gauge;NA;2018-05-18;2018-05-18;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06036/18: (BAIXO) Internautas reclamam de instabilidade no aplicativo;46;38;63467;NA;46;NA;NA;NA;1;0
Gauge;NA;2018-05-21;2018-05-21;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04041/18: (BAIXO) Jornalista cita Itaú em critica à Copa do Mundo;32;28;57847;NA;32;NA;NA;NA;1;0
Gauge;NA;2018-05-21;2018-05-21;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04038/18: (BAIXO) Perfil ativista faz crítica política sobre o comercial do Itaú;16;16;19218;NA;8;NA;NA;NA;1;0
Gauge;NA;2018-05-21;2018-05-21;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08040/18: (BAIXO) Internauta cita Itaú em tweet sobre relações políticas;11;11;4223;NA;11;NA;NA;NA;1;0
Gauge;NA;2018-05-21;2018-05-21;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03039/18: (BAIXO) Influenciador solicita atendimento do Itaú;1;1;73833;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-05-22;2018-05-22;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08043/18: (BAIXO) Perfil faz piada de Itaú envolvendo política;40;38;17280;NA;40;NA;NA;NA;1;0
Gauge;NA;2018-05-23;2018-05-23;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08045/18: (MODERADO) Influenciador afirma que Amoêdo é candidato do Itaú;319;308;16456;NA;159;NA;NA;NA;1;0
Gauge;NA;2018-05-23;2018-05-23;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04046/18: (BAIXO) Perfil direciona crítica ao Itaú e propaganda;32;32;6852;NA;16;NA;NA;NA;1;0
Gauge;NA;2018-05-23;2018-05-23;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07044/18: (BAIXO) Portal cita o Itaú e Santander sobre o pagamento de indenizações;12;12;8169560;NA;6;NA;NA;NA;1;0
Gauge;NA;2018-05-24;2018-05-24;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07047/18: (BAIXO) Colunista fala sobre declaração de economistas do Itaú;21;21;5747;NA;21;NA;NA;NA;1;0
Gauge;NA;2018-05-28;2018-05-28;NA;NA;Relações Trabalhistas;Moderado;ALERTA DE RISCO 12050/18: (MODERADO) Usuários criticam Itaú por sugerir o uso de bicicletas aos seus funcionários durante a crise;141;122;55858;NA;141;NA;NA;NA;1;0
Gauge;NA;2018-05-28;2018-05-28;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03048/18: (BAIXO) Perfil enfrenta problema e critica atendimento do banco;32;32;83012;NA;32;NA;NA;NA;1;0
Gauge;NA;2018-05-28;2018-05-28;NA;NA;Relações Trabalhistas;Baixo;ALERTA DE RISCO 12049/18: (BAIXO) Sindicato dos bancários anuncia paralisação por SQV;3;3;20675;NA;3;NA;NA;NA;1;0
Gauge;NA;2018-05-29;2018-05-29;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07052/18: (BAIXO) Detrator do banco cita Itaú em crítica à rede Globo;56;47;23789;NA;56;NA;NA;NA;1;0
Gauge;NA;2018-05-29;2018-05-29;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07051/18: (BAIXO) Sindicato dos bancários critica Itaú por priorizar patrocínio de futebol em relação aos advogados;2;2;20782;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-05-31;2018-06-01;NA;NA;Diversidade;Sem impacto;ALERTA INFORMATIVO 04053/18: Repercussão sobre ação Marcas Aliadas;0;NA;NA;NA;NA;NA;NA;NA;2;1
Gauge;NA;2018-06-01;2018-06-01;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08054/18: (MODERADO) Influenciador cita Itaú em crítica política relacionada à greve dos caminhoneiros;172;159;30923;NA;172;NA;NA;NA;1;0
Gauge;NA;2018-06-01;2018-06-01;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08055/18: (Baixo) Candidato a Deputado Estadual do PCdoB cita Itaú em crítica política;37;35;8273;NA;37;NA;NA;NA;1;0
Gauge;NA;2018-06-04;2018-06-04;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 07057/18: (Baixo) Internauta alega ter sofrido homofobia por seguranças do Itaú Cinemas;7;7;818;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-06-04;2018-06-04;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04056/18: (BAIXO) Internauta associa propaganda com tema político;86;86;836;NA;43;NA;NA;NA;1;0
Gauge;NA;2018-06-05;2018-06-05;NA;NA;Diversidade;Extremo;ALERTA DE CRISE 04059/18: (EXTREMO) Internautas relacionam campanha de Itaú com caso de homofobia;19994;18658;78658;NA;6664;NA;NA;NA;1;0
Gauge;NA;2018-06-05;2018-06-05;NA;NA;Relações Trabalhistas;Moderado;ALERTA DE RISCO 12058/2018: (MODERADO) Demissão de bancária doente por suposto assédio moral;132;127;366148;NA;66;NA;NA;NA;1;0
Gauge;NA;2018-06-05;2018-06-05;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08060/18: (BAIXO) Influenciador associa Amoêdo com o Itaú;37;37;10717;NA;37;NA;NA;NA;1;0
Gauge;NA;2018-06-06;2018-06-06;NA;NA;Institucional;Moderado;ALERTA DE RISCO 07061/18: (MODERADO) Influenciador faz menção negativa sobre o Itaú e bicicletas;140;140;63476;NA;140;NA;NA;NA;1;0
Gauge;NA;2018-06-06;2018-06-06;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08063/18: (MODERADO) Influenciadora cita Itaú em crítica política;119;106;52897;NA;119;NA;NA;NA;1;0
Gauge;NA;2018-06-06;2018-06-06;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04062/18: (BAIXO) Influenciador critica campanha do Itaú para a Copa;21;21;32086;NA;21;NA;NA;NA;1;0
Gauge;NA;2018-06-07;2018-06-07;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07064/18: (BAIXO) Jornalista acusa Itaú de enganar as pessoas;43;36;282748;NA;43;NA;NA;NA;1;0
Gauge;NA;2018-06-07;2018-06-07;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08065/18: (BAIXO) Detrator do banco acusa Itaú de patrocinar a justiça brasileira;37;34;68765;NA;37;NA;NA;NA;1;0
Gauge;NA;2018-06-08;2018-06-11;NA;NA;Institucional;Moderado;ALERTA DE RISCO 07066/18: (MODERADO) Repercute notícia sobre o baixo crescimento do país;90;86;9296612;NA;23;NA;NA;NA;4;1
Gauge;NA;2018-06-09;2018-06-09;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08067/18: (BAIXO) Internauta associa Itaú ao presidente do Banco Central;76;75;134747;NA;76;NA;NA;NA;1;0
Gauge;NA;2018-06-11;2018-06-11;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06068/18: (BAIXO) Aplicativo apresenta intermitência;52;52;53631;NA;52;NA;NA;NA;1;0
Gauge;NA;2018-06-12;2018-06-12;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04069/18: (BAIXO) Influenciador critica campanha do Itaú para a copa;7;7;59936;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-06-14;2018-06-15;NA;NA;Comunicacao;Moderado;ALERTA DE RISCO 04072/18: (MODERADO) Usuário cita Itaú em comparação entre copas do mundo;228;228;7427;NA;114;NA;NA;NA;2;1
Gauge;NA;2018-06-14;2018-06-14;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08073/18: (BAIXO) Portal relaciona herdeira do Itaú à relações políticas;56;38;283831;NA;56;NA;NA;NA;1;0
Gauge;NA;2018-06-14;2018-06-14;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07071/18: (BAIXO) Portais repercutem sobre matéria do Itaú e XP Investimentos;9;9;8799997;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-06-14;2018-06-14;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06070/18: (BAIXO) Gordo Geek menciona menciona sobre Credicard;2;2;103109;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-06-15;2018-06-15;NA;NA;Comunicacao;Baixo;"ALERTA DE RISCO 04075/18: (BAIXO) Portal afirma que música do Itaú para a copa ""flopou""";24;17;180246;NA;24;NA;NA;NA;1;0
Gauge;NA;2018-06-15;2018-06-15;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06074/18: (BAIXO) Gordo Geek direciona crítica indireta ao Itaú e usuária responde;1;1;344;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-06-16;2018-06-16;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04077/18: (BAIXO) Influenciador cita Itaú em crítica política relacionada à copa do mundo;34;31;17194;NA;34;NA;NA;NA;1;0
Gauge;NA;2018-06-16;2018-06-16;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04076/18: (BAIXO) Influenciadora critica música da copa do Itaú;9;9;82131;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-06-17;2018-06-17;NA;NA;Comunicacao;Alto;ALERTA DE RISCO 04078/18: (ALTO) Influenciador critica comerciais para a copa de mundo de Itaú e outras marcas;282;236;118347;NA;141;NA;NA;NA;1;0
Gauge;NA;2018-06-18;2018-06-18;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 04082/18: (BAIXO) Ronald Rios critica comercial do Itaú e acusa marca de racista;21;10;217794;NA;20;NA;NA;NA;1;0
Gauge;NA;2018-06-18;2018-06-19;NA;NA;Seguranca Física;Sem impacto;ALERTA INFORMATIVO 05080/18: Repercussão de vídeo sobre o golpe do falso motoboy;0;NA;NA;NA;NA;NA;NA;NA;2;1
Gauge;NA;2018-06-18;2018-06-20;NA;NA;Institucional;Extremo;ALERTA DE CRISE 07081/18: (EXTREMO) Repercussão de notícia que divulga liminar favorável ao Itaú;726;654;3363109;NA;242;NA;NA;NA;3;2
Gauge;NA;2018-06-18;2018-06-18;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07084/18: (BAIXO) Internauta cita Itaú em crítica direcionada à bancos e banqueiros;24;21;36748;NA;24;NA;NA;NA;1;0
Gauge;NA;2018-06-18;2018-06-18;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08083/18: (BAIXO) Internauta cita Itaú em crítica à vaias durante copa do mundo de 2014;21;20;204;NA;21;NA;NA;NA;1;0
Gauge;NA;2018-06-18;2018-06-18;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06079/18: (BAIXO) Influenciadora realiza crítica ao banco;20;20;6999;NA;10;NA;NA;NA;1;0
Gauge;NA;2018-06-19;2018-06-19;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06085/18: (BAIXO) Perfil relata problema com seu cartão e busca atendimento;15;15;143102;NA;15;NA;NA;NA;1;0
Gauge;NA;2018-06-20;2018-06-20;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04087/18: (BAIXO) Internauta cita Itaú em ironia relacionada ao técnico Tite;29;17;5401;NA;29;NA;NA;NA;1;0
Gauge;NA;2018-06-20;2018-06-20;NA;NA;Fraude e vazamento;Baixo;ALERTA DE RISCO 01086/18: (BAIXO) Usuário sinaliza o banco sobre página fraudulenta;2;2;2402;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-06-21;2018-06-21;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 12088/18: (BAIXO) Repercussão sobre notícia de paralisação em agência contra assédio moral e homofobia;3;3;24112;NA;3;NA;NA;NA;1;0
Gauge;NA;2018-06-21;2018-06-21;NA;NA;Produtos e Serviços;Moderado;ALERTA INFORMATIVO 06089/18: (MODERADO) Samsung Pay compatível com cartões de crédito Itaú;95;84;3055739;NA;48;NA;NA;NA;1;0
Gauge;NA;2018-06-21;2018-06-21;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08090/18: (BAIXO) Carta Capital divulga temos de instituições financeiras sobre eleições;24;18;1885243;NA;24;NA;NA;NA;1;0
Gauge;NA;2018-06-22;2018-06-22;NA;NA;Comunicacao;Moderado;ALERTA DE RISCO 04091/18: (MODERADO) Influenciador faz piada com comercial do Itaú;112;108;14237;NA;112;NA;NA;NA;1;0
Gauge;NA;2018-06-23;2018-06-23;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 12092/18: (BAIXO) Internauta relembra demissão de funcionário Itaú por suposta homofobia;11;7;678;NA;11;NA;NA;NA;1;0
Gauge;NA;2018-06-26;2018-06-28;NA;NA;Institucional;Extremo;ALERTA DE CRISE 07093/18: (EXTREMO) Divulgação de salário de presidência do Itaú;571;541;3487992;NA;143;NA;NA;NA;3;8
Gauge;NA;2018-06-26;2018-06-26;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06094/18: (BAIXO) Gordo Geek realiza crítica ao serviço do Itaú;1;1;103035;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-06-28;2018-06-29;NA;NA;Institucional;Moderado;ALERTA DE RISCO 07096/18: (MODERADO) Repercussão de matéria sobre bloqueio ao Itaú;196;184;1753468;NA;65;NA;NA;NA;2;1
Gauge;NA;2018-06-28;2018-06-28;NA;NA;Relacionamento;Baixo;ALERTA DE OPORTUNIDADE 10095/18: (BAIXO) Influenciador faz comparação e elogia o Itaú;19;19;549368;NA;19;NA;NA;NA;1;0
Gauge;NA;2018-06-29;2018-06-29;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07097/18: (BAIXO) Jornalista Rodrigo Viana critica Abradi por seus patrocinadores;48;45;82237;NA;24;NA;NA;NA;1;0
Gauge;NA;2018-06-30;2018-07-03;NA;NA;Diversidade;Extremo;ALERTA DE CRISE 04100/18: (EXTREMO) Público questiona marcas associadas com influenciador que fez postagens racistas;7120;6225;17941221;NA;1780;NA;NA;NA;4;5
Gauge;NA;2018-06-30;2018-06-30;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 04098/18: (BAIXO) Usuário critica campanha do Itaú por não conter muitos negros;1;1;173;NA;1;NA;NA;NA;1;0
